188.229.0.0,188.229.127.255,32768,29/07/09,Mobile Communication Company of Iran PLC
188.253.32.0,188.253.63.255,8192,09/02/11,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
188.253.64.0,188.253.95.255,8192,09/02/11,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
192.15.0.0,192.15.255.255,65536,23/10/84,Mobile Communication Company of Iran PLC
193.151.128.0,193.151.159.255,8192,09/08/12,Asiatech Data Transmission company
194.225.0.0,194.225.255.255,65536,29/12/95,Institute for Research in Fundamental Sciences
195.146.32.0,195.146.63.255,8192,22/07/97,Information Technology Company (ITC)
195.181.0.0,195.181.31.255,8192,31/01/97,Iran Telecommunication Company PJS
195.181.32.0,195.181.63.255,8192,20/03/97,Iran Telecommunication Company PJS
195.181.64.0,195.181.127.255,16384,20/03/97,Iran Telecommunication Company PJS
204.18.0.0,204.18.255.255,65536,04/10/94,Mobile Communication Company of Iran PLC
212.16.64.0,212.16.95.255,8192,29/05/08,Farhang Azma Communications Company LTD
212.33.192.0,212.33.207.255,4096,15/07/08,Asiatech Data Transmission company
212.33.208.0,212.33.223.255,4096,15/07/08,Iran Telecommunication Company PJS
212.80.0.0,212.80.31.255,8192,27/05/09,Farhang Azma Communications Company LTD
212.86.64.0,212.86.95.255,8192,03/06/10,Homaye Jahan Nama Co. ( Private Joint Stock)
212.120.192.0,212.120.223.255,8192,27/05/08,Hamara System Tabriz Engineering Company
213.109.240.0,213.109.255.255,4096,08/10/09,Iran Telecommunication Company PJS
213.176.0.0,213.176.31.255,8192,08/10/99,Iranian Research Organization for Science & Technology
213.176.32.0,213.176.63.255,8192,25/07/00,Iranian Research Organization for Science & Technology
213.176.64.0,213.176.127.255,16384,01/02/00,Iranian Research Organization for Science & Technology
213.195.0.0,213.195.15.255,4096,21/04/09,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
213.195.32.0,213.195.47.255,4096,21/04/09,"Rightel Communication Service Company PJS"
213.207.192.0,213.207.207.255,4096,07/11/02,Farabord Dadeh Haye Iranian Co.
213.207.208.0,213.207.223.255,4096,07/11/02,Datak Company LLC
213.207.224.0,213.207.255.255,8192,07/11/02,Datak Company LLC
213.217.32.0,213.217.63.255,8192,19/02/01,Pars Online PJS
213.233.160.0,213.233.191.255,8192,04/04/03,Sharif University Of Technology
217.11.16.0,217.11.31.255,4096,21/11/02,Afranet
217.24.144.0,217.24.159.255,4096,20/03/03,Iran Telecommunication Company PJS
217.25.48.0,217.25.63.255,4096,24/03/03,IRNA
217.60.0.0,217.60.255.255,65536,01/11/00,Aria Shatel Company Ltd
217.66.192.0,217.66.207.255,4096,06/11/00,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
217.66.208.0,217.66.223.255,4096,02/02/01,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
217.77.112.0,217.77.127.255,4096,10/12/02,Iran Telecommunication Company PJS
217.146.208.0,217.146.223.255,4096,26/04/04,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
217.170.240.0,217.170.255.255,4096,01/09/10,Petiak System Co JSC
217.174.16.0,217.174.31.255,4096,26/03/04,National Iranian Oil Company
217.218.0.0,217.219.255.255,131072,03/04/01,Information Technology Company (ITC)

